nomenclature,deficit_total,deficit_moyen,nb_magasins,total_exploitation,total_stock
5895-14-5914851,-1.0,-1.0,1,1.0,0.0
4120-14-5794642,-1.0,-1.0,1,1.0,0.0
5895-14-5534689,-1.0,-1.0,1,1.0,0.0
5895-14-5581233,-1.0,-1.0,1,1.0,0.0
5895-14-5600396,-1.0,-1.0,1,1.0,0.0
5895-14-5612529,-1.0,-1.0,1,1.0,0.0
5895-14-5615349,-1.0,-1.0,1,1.0,0.0
DIRI-14-0005485,-1.0,-1.0,1,1.0,0.0
7035-14-5909329,-1.0,-1.0,1,1.0,0.0
7035-14-5907501,-1.0,-0.5,2,2.0,1.0
7035-14-5903454,-1.0,-1.0,1,1.0,0.0
7035-14-5890942,-1.0,-1.0,1,1.0,0.0
7035-14-5888906,-1.0,-1.0,1,1.0,0.0
5895-14-5648875,-1.0,-1.0,1,1.0,0.0
5895-14-5655330,-1.0,-1.0,1,1.0,0.0
DIRI-14-0005507,-1.0,-1.0,1,1.0,0.0
4120-14-5738640,-1.0,-1.0,1,1.0,0.0
5895-14-5681531,-1.0,-1.0,1,1.0,0.0
DIRI-14-0005511,-1.0,-1.0,1,1.0,0.0
7035-14-5870622,-1.0,-1.0,1,1.0,0.0
5895-14-5688005,-1.0,-1.0,1,1.0,0.0
5895-14-5696180,-1.0,-1.0,1,1.0,0.0
7035-14-5860735,-1.0,-1.0,1,1.0,0.0
5895-14-5699816,-1.0,-1.0,1,1.0,0.0
DIRI-14-0005536,-1.0,-1.0,1,1.0,0.0
5895-14-5703208,-1.0,-0.33,3,2.0,1.0
5895-14-5710813,-1.0,-1.0,1,1.0,0.0
DIRI-14-0005472,-1.0,-1.0,1,1.0,0.0
4120-99-1583164,-1.0,-1.0,1,1.0,0.0
7035-14-5641106,-1.0,-1.0,1,1.0,0.0
7035-14-5932867,-1.0,-1.0,1,1.0,0.0
5895-14-5360284,-1.0,-1.0,1,1.0,0.0
4120-99-4717437,-1.0,-1.0,1,1.0,0.0
4120-99-4155367,-1.0,-1.0,1,1.0,0.0
DIRI-14-0005285,-1.0,-1.0,1,1.0,0.0
7035-14-5958855,-1.0,-1.0,1,1.0,0.0
DIRI-14-0005306,-1.0,-1.0,1,1.0,0.0
5895-14-5378053,-1.0,-1.0,1,1.0,0.0
4120-99-3672158,-1.0,-1.0,1,1.0,0.0
DIRI-14-0005339,-1.0,-1.0,1,1.0,0.0
5895-14-5420979,-1.0,-1.0,1,1.0,0.0
DIRI-14-0005344,-1.0,-1.0,1,1.0,0.0
4120-99-3096736,-1.0,-1.0,1,1.0,0.0
5895-14-5447303,-1.0,-1.0,1,1.0,0.0
5895-14-5454092,-1.0,-1.0,1,1.0,0.0
5895-14-5457273,1.0,0.5,2,1.0,2.0
4120-99-2164521,-1.0,-1.0,1,1.0,0.0
DIRI-14-0005399,-1.0,-1.0,1,1.0,0.0
5895-14-5467417,-1.0,-0.5,2,2.0,1.0
DIRI-14-0005400,-1.0,-1.0,1,1.0,0.0
5895-14-5467782,-1.0,-0.17,6,41.0,40.0
5895-14-5477340,-1.0,-1.0,1,1.0,0.0
5895-14-5477343,-1.0,-1.0,1,1.0,0.0
7035-14-5944290,1.0,0.5,2,1.0,2.0
5895-14-5493855,-1.0,-1.0,1,1.0,0.0
5895-14-5509599,1.0,0.5,2,1.0,2.0
7035-14-5856050,1.0,0.5,2,2.0,3.0
5895-14-5717558,-1.0,-1.0,1,2.0,1.0
DIRI-14-0005537,-1.0,-1.0,1,1.0,0.0
7035-14-5808012,-1.0,-0.17,6,5.0,4.0
7035-14-5737927,-1.0,-1.0,1,1.0,0.0
7035-14-5736065,-1.0,-1.0,1,1.0,0.0
5895-14-5854184,-1.0,-1.0,1,1.0,0.0
5895-14-5870484,-1.0,-0.33,3,2.0,1.0
5895-14-5874648,-1.0,-0.33,3,12.0,11.0
DIRI-14-0005744,-1.0,-1.0,1,1.0,0.0
7035-14-5730111,1.0,0.33,3,2.0,3.0
DIRI-14-0005754,-1.0,-1.0,1,1.0,0.0
7035-14-5729611,1.0,0.5,2,4.0,5.0
4120-14-5357397,-1.0,-1.0,1,1.0,0.0
DIRI-14-0005768,-1.0,-1.0,1,1.0,0.0
4120-14-5354882,-1.0,-1.0,1,1.0,0.0
7035-14-5713436,-1.0,-1.0,1,1.0,0.0
DIRI-14-0005778,-1.0,-1.0,1,1.0,0.0
DIRI-14-0005779,-1.0,-1.0,1,1.0,0.0
DIRI-14-0005783,-1.0,-1.0,1,1.0,0.0
4120-14-5354873,-1.0,-1.0,1,1.0,0.0
5895-14-5906341,-1.0,-1.0,1,1.0,0.0
DIRI-14-0005819,-1.0,-1.0,1,1.0,0.0
5895-14-5906367,-1.0,-1.0,1,1.0,0.0
4120-14-5350369,-1.0,-1.0,1,1.0,0.0
DIRI-14-0005868,-1.0,-1.0,1,1.0,0.0
7035-14-5674346,-1.0,-1.0,1,1.0,0.0
5895-14-5912898,-1.0,-1.0,1,1.0,0.0
DIRI-14-0005913,-1.0,-1.0,1,1.0,0.0
DIRI-14-0005730,-1.0,-1.0,1,1.0,0.0
4120-14-5357402,-1.0,-1.0,1,1.0,0.0
5895-14-5828936,-1.0,-1.0,1,1.0,0.0
4120-14-5407671,-1.0,-1.0,1,1.0,0.0
7035-14-5805231,-1.0,-1.0,1,1.0,0.0
7035-14-5796325,-1.0,-0.33,3,2.0,1.0
7035-14-5796306,-1.0,-1.0,1,1.0,0.0
5895-14-5730040,-1.0,-1.0,1,1.0,0.0
5895-14-5734990,-1.0,-1.0,1,1.0,0.0
4120-14-5413646,-1.0,-1.0,1,1.0,0.0
5895-14-5736339,-1.0,-1.0,1,1.0,0.0
4120-14-5407698,-1.0,-1.0,1,1.0,0.0
7035-14-5794901,-1.0,-1.0,1,1.0,0.0
DIRI-14-0005583,-1.0,-1.0,1,1.0,0.0
4120-14-5407690,-1.0,-1.0,1,1.0,0.0
5895-14-5739934,-1.0,-1.0,1,1.0,0.0
5895-14-5795131,1.0,1.0,1,2.0,3.0
4120-14-5407661,-1.0,-1.0,1,1.0,0.0
5895-14-5740182,-1.0,-1.0,1,1.0,0.0
5895-14-5752291,-1.0,-1.0,1,1.0,0.0
5895-14-5786072,-1.0,-1.0,1,1.0,0.0
5895-14-5790960,-1.0,-1.0,1,1.0,0.0
7035-14-5740819,-1.0,-1.0,1,1.0,0.0
DIRI-14-0005654,-1.0,-1.0,1,1.0,0.0
5895-14-5793054,-1.0,-1.0,1,1.0,0.0
5895-14-5794053,1.0,0.5,2,1.0,2.0
5895-14-5794902,-1.0,-1.0,1,1.0,0.0
7035-14-5739801,-1.0,-1.0,1,1.0,0.0
5895-14-6117552,-1.0,-1.0,1,1.0,0.0
DIRI-14-0006356,-1.0,-1.0,1,1.0,0.0
DIRI-14-0006178,-1.0,-1.0,1,1.0,0.0
5950-14-5784290,-1.0,-1.0,1,1.0,0.0
5950-99-4095186,-1.0,-1.0,1,1.0,0.0
DIRI-14-0013643,-1.0,-1.0,1,1.0,0.0
5950-99-5041839,-1.0,-1.0,1,1.0,0.0
5955-01-6659414,-1.0,-1.0,1,1.0,0.0
7025-99-1705734,-1.0,-1.0,1,1.0,0.0
5955-14-4019297,-1.0,-1.0,1,1.0,0.0
5962-14-4315999,1.0,0.5,2,1.0,2.0
5963-01-6261736,-1.0,-1.0,1,1.0,0.0
7025-98-2082804,-1.0,-1.0,1,1.0,0.0
5963-01-6262480,-1.0,-1.0,1,1.0,0.0
5963-01-6785999,-1.0,-1.0,1,1.0,0.0
5963-14-4316006,1.0,0.5,2,1.0,2.0
5963-14-4428962,-1.0,-1.0,1,1.0,0.0
5963-14-4499902,-1.0,-1.0,1,1.0,0.0
DIRI-14-0013650,-1.0,-1.0,1,1.0,0.0
DIRI-14-0013661,-1.0,-1.0,1,1.0,0.0
7025-41-0040641,-1.0,-1.0,1,1.0,0.0
2930-14-5303088,-1.0,-1.0,1,1.0,0.0
5963-14-5799563,-1.0,-1.0,1,1.0,0.0
5963-14-5959200,-1.0,-1.0,1,1.0,0.0
7025-41-0036119,-1.0,-1.0,1,1.0,0.0
2920-14-4633379,-1.0,-1.0,1,1.0,0.0
1550-20-0138473,1.0,0.5,2,2.0,3.0
7025-41-0017056,-1.0,-1.0,1,1.0,0.0
DIRI-14-0013688,-1.0,-1.0,1,1.0,0.0
DIRI-14-0013641,-1.0,-1.0,1,1.0,0.0
DIRI-14-0013638,-1.0,-1.0,1,1.0,0.0
DIRI-14-0013539,-1.0,-1.0,1,1.0,0.0
5950-14-5655287,-1.0,-1.0,1,1.0,0.0
7035-01-4493975,-1.0,-0.33,3,2.0,1.0
7035-01-4491189,-1.0,-1.0,1,1.0,0.0
7030-14-6066334,-1.0,-1.0,1,1.0,0.0
7030-14-5796216,-1.0,-1.0,1,1.0,0.0
DIRI-14-0013555,-1.0,-1.0,1,1.0,0.0
DIRI-14-0013573,-1.0,-1.0,1,1.0,0.0
7030-12-3947734,-1.0,-1.0,1,1.0,0.0
7030-12-3768191,-1.0,-1.0,1,1.0,0.0
DIRI-14-0013577,-1.0,-1.0,1,1.0,0.0
7030-01-6246787,-1.0,-1.0,1,1.0,0.0
DIRI-14-0013595,-1.0,-1.0,1,1.0,0.0
5950-14-3312926,-1.0,-1.0,1,1.0,0.0
5950-14-4315994,-1.0,-1.0,1,1.0,0.0
DIRI-14-0013611,-1.0,-1.0,1,1.0,0.0
3010-01-4692709,-1.0,-1.0,1,1.0,0.0
7025-99-7953839,-1.0,-1.0,1,1.0,0.0
5950-14-4723320,-1.0,-1.0,1,1.0,0.0
5950-14-4796660,-1.0,-1.0,1,1.0,0.0
7025-99-5642073,-1.0,-1.0,1,1.0,0.0
5950-14-4827321,-1.0,-1.0,1,1.0,0.0
7025-99-4832621,-1.0,-1.0,1,1.0,0.0
5950-14-5337077,-1.0,-0.25,4,4.0,3.0
DIRI-14-0013636,-1.0,-1.0,1,1.0,0.0
5950-14-5337078,-1.0,-1.0,1,1.0,0.0
5950-14-5410796,-1.0,-1.0,1,1.0,0.0
DIRI-14-0013691,-1.0,-1.0,1,1.0,0.0
DIRI-14-0013693,-1.0,-1.0,1,1.0,0.0
DIRI-14-0013698,-1.0,-1.0,1,1.0,0.0
DIRI-14-0013700,-1.0,-1.0,1,1.0,0.0
DIRI-14-0013727,-1.0,-1.0,1,1.0,0.0
DIRI-14-0013738,-1.0,-1.0,1,1.0,0.0
DIRI-14-0013740,-1.0,-1.0,1,1.0,0.0
DIRI-14-0013741,-1.0,-1.0,1,1.0,0.0
DIRI-14-0013749,-1.0,-1.0,1,1.0,0.0
7025-25-1619615,1.0,0.33,3,6.0,7.0
DIRI-14-0013760,-1.0,-1.0,1,1.0,0.0
7025-25-1512435,1.0,0.25,4,3.0,4.0
5975-14-5138000,-1.0,-1.0,1,1.0,0.0
DIRI-14-0013777,-1.0,-1.0,1,1.0,0.0
5975-14-5149559,-1.0,-1.0,1,1.0,0.0
7025-22-6391803,-1.0,-1.0,1,1.0,0.0
DIRI-14-0013779,-1.0,-1.0,1,1.0,0.0
5975-14-5293360,-1.0,-1.0,1,1.0,0.0
5975-14-5293362,-1.0,-1.0,1,1.0,0.0
DIRI-14-0013785,-1.0,-1.0,1,1.0,0.0
5975-14-5392510,-1.0,-1.0,1,1.0,0.0
5975-14-5409227,-1.0,-1.0,1,1.0,0.0
DIRI-14-0013788,-1.0,-1.0,1,1.0,0.0
7025-21-9215329,-1.0,-1.0,1,1.0,0.0
7025-21-9211461,-1.0,-1.0,1,1.0,0.0
5975-14-5511354,-1.0,-1.0,1,1.0,0.0
7025-21-9210552,-1.0,-1.0,1,1.0,0.0
DIRI-14-0013821,-1.0,-1.0,1,1.0,0.0
7025-21-9205222,-1.0,-1.0,1,1.0,0.0
5975-14-4593157,-1.0,-1.0,1,1.0,0.0
5975-14-4552256,-1.0,-1.0,1,1.0,0.0
7025-30-7003845,-1.0,-1.0,1,1.0,0.0
5975-01-6613550,-1.0,-1.0,1,1.0,0.0
1430-01-5769506,-1.0,-1.0,1,1.0,0.0
5975-01-4904893,-1.0,-1.0,1,1.0,0.0
5975-01-5229340,-1.0,-1.0,1,1.0,0.0
5975-01-5280743,-1.0,-1.0,1,1.0,0.0
5975-01-5676370,-1.0,-1.0,1,1.0,0.0
5975-01-5965800,-1.0,-1.0,1,1.0,0.0
5975-01-5990539,-1.0,-1.0,1,1.0,0.0
5975-01-6153611,-1.0,-1.0,1,1.0,0.0
5975-01-6222423,-1.0,-1.0,1,1.0,0.0
5975-01-6479700,-1.0,-1.0,1,1.0,0.0
7025-37-5337511,-1.0,-1.0,1,1.0,0.0
5975-01-6789798,-1.0,-1.0,1,1.0,0.0
7025-30-7004269,-1.0,-1.0,1,1.0,0.0
DIRI-14-0013708,-1.0,-1.0,1,1.0,0.0
5975-14-4252167,-1.0,-1.0,1,1.0,0.0
1430-01-4723705,-1.0,-1.0,1,1.0,0.0
DIRI-14-0013713,-1.0,-1.0,1,1.0,0.0
5975-14-4396618,-1.0,-1.0,1,1.0,0.0
5975-14-4454685,-1.0,-0.25,4,4.0,3.0
7025-37-5265256,-1.0,-1.0,1,1.0,0.0
7025-33-2194826,-1.0,-1.0,1,1.0,0.0
7025-33-2183662,-1.0,-1.0,1,1.0,0.0
DIRI-14-0013726,-1.0,-1.0,1,1.0,0.0
7025-30-7007858,-1.0,-1.0,1,1.0,0.0
DIRI-14-0013543,-1.0,-1.0,1,1.0,0.0
7035-01-4521328,-1.0,-1.0,1,1.0,0.0
5895-14-6122437,-1.0,-1.0,1,1.0,0.0
5895-27-0659118,-1.0,-1.0,1,1.0,0.0
DIRI-14-0006333,-1.0,-1.0,1,1.0,0.0
DIRI-14-0006344,-1.0,-1.0,1,1.0,0.0
DIRI-14-0006355,-1.0,-1.0,1,1.0,0.0
DIRI-14-0006359,-1.0,-1.0,1,1.0,0.0
5895-99-1535529,1.0,1.0,1,3.0,4.0
DIRI-14-0006390,-1.0,-1.0,1,1.0,0.0
DIRI-14-0006398,-1.0,-1.0,1,1.0,0.0
DIRI-14-0006400,-1.0,-1.0,1,1.0,0.0
5895-99-2259190,1.0,0.5,2,1.0,2.0
7035-01-6598299,1.0,0.5,2,1.0,2.0
5895-99-2268148,-1.0,-1.0,1,1.0,0.0
3610-17-1243780,-1.0,-1.0,1,1.0,0.0
3610-14-6010200,-1.0,-1.0,1,1.0,0.0
7035-01-6587251,-1.0,-1.0,1,1.0,0.0
7035-01-6587248,-1.0,-1.0,1,1.0,0.0
5895-99-3048538,-1.0,-0.25,4,4.0,3.0
7035-01-6522088,1.0,0.5,2,1.0,2.0
3610-14-5935185,-1.0,-1.0,1,1.0,0.0
5895-99-3612720,-1.0,-0.5,2,3.0,2.0
5895-99-4296662,-1.0,-1.0,1,1.0,0.0
3610-12-3445989,-1.0,-1.0,1,1.0,0.0
7035-01-6471561,-1.0,-1.0,1,1.0,0.0
5895-99-5553311,-1.0,-1.0,1,1.0,0.0
7035-01-6443334,-1.0,-1.0,1,1.0,0.0
7035-01-6440253,-1.0,-1.0,1,1.0,0.0
3655-01-5784461,-1.0,-1.0,1,1.0,0.0
5895-27-0376419,-1.0,-0.33,3,4.0,3.0
7035-01-4550445,1.0,0.25,4,4.0,5.0
5895-25-1617656,-1.0,-1.0,1,1.0,0.0
5895-14-6122473,-1.0,-1.0,1,1.0,0.0
5895-14-6122685,-1.0,-1.0,1,1.0,0.0
5895-14-6122689,-1.0,-1.0,1,1.0,0.0
3920-14-5283514,-1.0,-1.0,1,1.0,0.0
3920-01-7006319,-1.0,-1.0,1,1.0,0.0
7035-01-6781951,-1.0,-1.0,1,1.0,0.0
DIRI-14-0006199,-1.0,-1.0,1,1.0,0.0
5895-14-6122691,-1.0,-1.0,1,1.0,0.0
5895-15-0041872,-1.0,-0.25,4,4.0,3.0
5895-15-1923511,-1.0,-1.0,1,1.0,0.0
5895-20-0044267,-1.0,-1.0,1,1.0,0.0
3910-14-5283512,-1.0,-1.0,1,1.0,0.0
3895-14-5907470,-1.0,-1.0,1,1.0,0.0
3695-14-5976155,-1.0,-1.0,1,1.0,0.0
5895-20-0141894,-1.0,-1.0,1,1.0,0.0
DIRI-14-0006285,-1.0,-1.0,1,1.0,0.0
DIRI-14-0006306,-1.0,-1.0,1,1.0,0.0
DIRI-14-0006307,-1.0,-1.0,1,1.0,0.0
5895-22-6318527,-1.0,-0.2,5,10.0,9.0
5895-22-6337379,-1.0,-1.0,1,1.0,0.0
5895-22-6337428,-1.0,-1.0,1,1.0,0.0
DIRI-14-0006308,-1.0,-1.0,1,1.0,0.0
5895-25-1509706,-1.0,-0.5,2,2.0,1.0
5895-25-1509714,-1.0,-0.5,2,2.0,1.0
7035-01-6753307,1.0,0.17,6,8.0,9.0
5895-99-8420881,-1.0,-1.0,1,1.0,0.0
DIRI-14-0006470,-1.0,-1.0,1,1.0,0.0
DIRI-14-0006513,-1.0,-1.0,1,1.0,0.0
5915-14-4315972,-1.0,-1.0,1,1.0,0.0
7035-01-5793142,-1.0,-1.0,1,1.0,0.0
5930-01-6107509,-1.0,-1.0,1,1.0,0.0
DIRI-14-0006701,-1.0,-1.0,1,1.0,0.0
7035-01-5657679,-1.0,-1.0,1,1.0,0.0
DIRI-14-0006709,-1.0,-1.0,1,1.0,0.0
5930-01-6107538,-1.0,-1.0,1,1.0,0.0
5930-01-6473899,1.0,0.33,3,3.0,4.0
3040-01-6668245,-1.0,-1.0,1,1.0,0.0
DIRI-14-0006749,-1.0,-1.0,1,1.0,0.0
7035-01-5560536,1.0,1.0,1,1.0,2.0
DIRI-14-0006756,-1.0,-1.0,1,1.0,0.0
5930-14-5543898,-1.0,-1.0,1,1.0,0.0
7035-01-5361274,-1.0,-1.0,1,1.0,0.0
5930-14-5677816,-1.0,-1.0,1,1.0,0.0
7035-01-5303677,-1.0,-1.0,1,1.0,0.0
DIRI-14-0013487,-1.0,-1.0,1,1.0,0.0
7035-01-5180557,-1.0,-1.0,1,1.0,0.0
DIRI-14-0013504,-1.0,-1.0,1,1.0,0.0
DIRI-14-0013510,-1.0,-1.0,1,1.0,0.0
5935-14-5365004,-1.0,-1.0,1,1.0,0.0
3010-14-3717124,-1.0,-1.0,1,1.0,0.0
5935-14-5405395,-1.0,-1.0,1,1.0,0.0
DIRI-14-0013535,-1.0,-1.0,1,1.0,0.0
5935-14-5458435,-1.0,-1.0,1,1.0,0.0
DIRI-14-0013537,-1.0,-1.0,1,1.0,0.0
5930-01-5688478,-1.0,-1.0,1,1.0,0.0
7035-01-5853326,-1.0,-1.0,1,1.0,0.0
7035-01-6006731,-1.0,-1.0,1,1.0,0.0
7035-01-6241352,-1.0,-1.0,1,1.0,0.0
3610-01-6233091,-1.0,-1.0,1,1.0,0.0
7035-01-6409774,-1.0,-1.0,1,1.0,0.0
3540-14-6049066,-1.0,-1.0,1,1.0,0.0
DIRI-14-0006573,-1.0,-1.0,1,1.0,0.0
5915-14-5409405,-1.0,-1.0,1,1.0,0.0
3439-14-5735800,-1.0,-1.0,1,1.0,0.0
DIRI-14-0006596,-1.0,-1.0,1,1.0,0.0
5915-14-5464949,-1.0,-1.0,1,1.0,0.0
7035-01-6250490,-1.0,-1.0,1,1.0,0.0
7035-01-6250482,-1.0,-1.0,1,1.0,0.0
5915-14-5530410,1.0,0.5,2,4.0,5.0
DIRI-14-0006603,-1.0,-1.0,1,1.0,0.0
5930-01-4835706,-1.0,-1.0,1,1.0,0.0
DIRI-14-0006614,-1.0,-1.0,1,1.0,0.0
5920-14-4764602,-1.0,-1.0,1,1.0,0.0
DIRI-14-0006623,-1.0,-1.0,1,1.0,0.0
DIRI-14-0006638,-1.0,-1.0,1,1.0,0.0
5920-14-5161209,-1.0,-1.0,1,1.0,0.0
3416-14-3265923,-1.0,-1.0,1,1.0,0.0
DIRI-14-0006640,-1.0,-1.0,1,1.0,0.0
5920-14-5793705,-1.0,-1.0,1,1.0,0.0
5930-01-1863292,-1.0,-1.0,1,1.0,0.0
7035-01-6060612,-1.0,-1.0,1,1.0,0.0
DIRI-14-0006643,-1.0,-1.0,1,1.0,0.0
5895-14-5271238,-1.0,-1.0,1,1.0,0.0
7035-66-1297754,-1.0,-0.5,2,2.0,1.0
7035-14-5962790,-1.0,-1.0,1,1.0,0.0
5820-01-6138084,-1.0,-1.0,1,1.0,0.0
DIRI-14-0000303,-1.0,-1.0,1,1.0,0.0
5815-15-1895836,-1.0,-1.0,1,1.0,0.0
5815-33-2069836,-1.0,-1.0,1,1.0,0.0
DIRI-14-0000263,-1.0,-1.0,1,1.0,0.0
DIRI-14-0000259,-1.0,-1.0,1,1.0,0.0
DIRI-14-0003290,-1.0,-1.0,1,1.0,0.0
5820-01-5438843,-1.0,-1.0,1,1.0,0.0
DIRI-14-0000238,-1.0,-1.0,1,1.0,0.0
5410-14-5560547,-1.0,-1.0,1,1.0,0.0
DIRI-14-0000227,-1.0,-1.0,1,1.0,0.0
5340-14-5283515,-1.0,-1.0,1,1.0,0.0
DIRI-14-0000216,-1.0,-1.0,1,1.0,0.0
5820-01-6146623,-1.0,-1.0,1,1.0,0.0
5411-14-5520231,-1.0,-1.0,1,1.0,0.0
5820-01-6154438,-1.0,-1.0,1,1.0,0.0
5820-01-6231802,-1.0,-1.0,1,1.0,0.0
5820-01-6250473,-1.0,-1.0,1,1.0,0.0
DIRI-14-0000125,-1.0,-1.0,1,1.0,0.0
DIRI-14-0000121,-1.0,-1.0,1,1.0,0.0
5340-14-4723297,-1.0,-1.0,1,1.0,0.0
5340-01-6669216,-1.0,-1.0,1,1.0,0.0
DIRI-14-0003363,-1.0,-1.0,1,1.0,0.0
DIRI-14-0003393,-1.0,-1.0,1,1.0,0.0
5340-01-6669214,-1.0,-1.0,1,1.0,0.0
DIRI-14-0000008,-1.0,-1.0,1,1.0,0.0
9090-DI-ELI0001,1.0,0.25,4,8.0,9.0
DIRI-14-0003262,-1.0,-1.0,1,1.0,0.0
5815-15-1717965,-1.0,-1.0,1,1.0,0.0
9080-DI-1052021,-1.0,-1.0,1,1.0,0.0
DIRI-14-0000561,-1.0,-1.0,1,1.0,0.0
DIRI-14-0000766,-1.0,-1.0,1,1.0,0.0
DIRI-14-0003068,-1.0,-1.0,1,1.0,0.0
DIRI-14-0000709,-1.0,-1.0,1,1.0,0.0
DIRI-14-0003173,-1.0,-1.0,1,1.0,0.0
DIRI-14-0000695,-1.0,-1.0,1,1.0,0.0
DIRI-14-0003192,-1.0,-1.0,1,1.0,0.0
DIRI-14-0000641,-1.0,-1.0,1,1.0,0.0
DIRI-14-0000632,-1.0,-1.0,1,1.0,0.0
DIRI-14-0000582,-1.0,-1.0,1,1.0,0.0
DIRI-14-0000574,-1.0,-1.0,1,1.0,0.0
5815-01-4712814,-1.0,-1.0,1,1.0,0.0
5815-12-3548164,-1.0,-1.0,1,1.0,0.0
DIRI-14-0000513,-1.0,-1.0,1,1.0,0.0
DIRI-14-0000358,-1.0,-1.0,1,1.0,0.0
DIRI-14-0000482,-1.0,-1.0,1,1.0,0.0
DIRI-14-0003199,-1.0,-1.0,1,1.0,0.0
DIRI-14-0000481,-1.0,-1.0,1,1.0,0.0
DIRI-14-0000471,-1.0,-1.0,1,1.0,0.0
DIRI-14-0000465,-1.0,-1.0,1,1.0,0.0
DIRI-14-0000455,-1.0,-1.0,1,1.0,0.0
DIRI-14-0000453,-1.0,-1.0,1,1.0,0.0
DIRI-14-0003205,-1.0,-1.0,1,1.0,0.0
DIRI-14-0000395,-1.0,-1.0,1,1.0,0.0
5815-14-5539276,-1.0,-1.0,1,1.0,0.0
DIRI-14-0000377,-1.0,-1.0,1,1.0,0.0
5815-14-5786830,-1.0,-1.0,1,1.0,0.0
9080-DI-1062021,-1.0,-1.0,1,1.0,0.0
9080-DI-1042021,-1.0,-1.0,1,1.0,0.0
5820-22-6061831,-1.0,-1.0,1,1.0,0.0
DIRI-14-0003736,-1.0,-1.0,1,1.0,0.0
5820-14-5615351,-1.0,-1.0,1,1.0,0.0
DIRI-14-0003617,-1.0,-1.0,1,1.0,0.0
DIRI-14-0003658,-1.0,-1.0,1,1.0,0.0
5820-14-5644566,-1.0,-0.25,4,6.0,5.0
5820-14-5742362,-1.0,-0.17,6,8.0,7.0
9070-DI-0582022,-1.0,-1.0,1,1.0,0.0
DIRI-14-0003663,-1.0,-1.0,1,1.0,0.0
DIRI-14-0003665,-1.0,-1.0,1,1.0,0.0
5820-14-5766161,-1.0,-1.0,1,1.0,0.0
DIRI-14-0003695,-1.0,-1.0,1,1.0,0.0
DIRI-14-0003705,-1.0,-1.0,1,1.0,0.0
5210-12-3910267,-1.0,-1.0,1,1.0,0.0
5180-22-6213309,-1.0,-0.12,8,8.0,7.0
5820-14-5547587,-1.0,-1.0,1,1.0,0.0
DIRI-14-0003762,-1.0,-1.0,1,1.0,0.0
DIRI-14-0003768,-1.0,-1.0,1,1.0,0.0
DIRI-14-0003770,-1.0,-1.0,1,1.0,0.0
DIRI-14-0003783,-1.0,-1.0,1,1.0,0.0
DIRI-14-0003784,-1.0,-1.0,1,1.0,0.0
5180-14-4855291,-1.0,-1.0,1,1.0,0.0
5180-14-4808464,-1.0,-1.0,1,1.0,0.0
5820-14-5881974,-1.0,-1.0,1,1.0,0.0
5820-14-5955894,-1.0,-1.0,1,1.0,0.0
5820-14-6026673,-1.0,-1.0,1,1.0,0.0
5820-14-6064840,-1.0,-1.0,1,1.0,0.0
5820-15-1795630,-1.0,-0.33,3,3.0,2.0
5820-14-5547588,-1.0,-1.0,1,1.0,0.0
5820-14-5487761,-1.0,-1.0,1,1.0,0.0
9080-DI-1032021,-1.0,-1.0,1,1.0,0.0
9080-DI-0502024,-1.0,-1.0,1,1.0,0.0
5820-12-3453387,-1.0,-1.0,1,1.0,0.0
5820-12-3538930,-1.0,-1.0,1,1.0,0.0
5340-01-6669205,-1.0,-1.0,1,1.0,0.0
5820-14-4261823,-1.0,-1.0,1,1.0,0.0
5820-14-4497992,-1.0,-1.0,1,1.0,0.0
5820-14-4497993,-1.0,-1.0,1,1.0,0.0
5820-14-4556114,-1.0,-1.0,1,1.0,0.0
9080-DI-0672021,-1.0,-1.0,1,1.0,0.0
9080-DI-0662021,-1.0,-1.0,1,1.0,0.0
5820-14-4558970,-1.0,-1.0,1,1.0,0.0
5820-14-4657813,-1.0,-1.0,1,1.0,0.0
DIRI-14-0003449,-1.0,-1.0,1,1.0,0.0
5340-01-5815820,-1.0,-1.0,1,1.0,0.0
5210-14-5762047,-1.0,-1.0,1,1.0,0.0
5340-01-4734311,-1.0,-1.0,1,1.0,0.0
5820-14-5135416,-1.0,-1.0,1,1.0,0.0
DIRI-14-0003462,-1.0,-1.0,1,1.0,0.0
5820-14-5334433,-1.0,-1.0,1,1.0,0.0
DIRI-14-0003542,-1.0,-1.0,1,1.0,0.0
9080-DI-0302023,-1.0,-1.0,1,1.0,0.0
5210-16-0057731,-1.0,-1.0,1,1.0,0.0
5820-14-5334437,-1.0,-1.0,1,1.0,0.0
5820-14-5487749,-1.0,-1.0,1,1.0,0.0
9080-DI-0102020,-1.0,-1.0,1,1.0,0.0
DIRI-14-0003571,-1.0,-1.0,1,1.0,0.0
9080-DI-0032024,-1.0,-1.0,1,1.0,0.0
DIRI-14-0003066,-1.0,-1.0,1,1.0,0.0
DIRI-14-0000794,-1.0,-1.0,1,1.0,0.0
DIRI-14-0003047,-1.0,-1.0,1,1.0,0.0
5445-14-5362284,-1.0,-1.0,1,1.0,0.0
5445-14-5351146,-1.0,-1.0,1,1.0,0.0
5445-14-5351144,-1.0,-1.0,1,1.0,0.0
5445-14-5351204,-1.0,-1.0,1,1.0,0.0
DIRI-14-0002052,-1.0,-1.0,1,1.0,0.0
DIRI-14-0002028,-1.0,-1.0,1,1.0,0.0
