magasin;nomenclature;quantite_exploitation;quantite_stock;deficit;type_deficit;deficit_abs;ratio_exp_stock
CNSO;7025-01-5977347;1.0;4.0;3.0;SURPLUS;3.0;0.25
BST;5895-14-6099254;2.0;5.0;3.0;SURPLUS;3.0;0.4
CNSO;7025-01-5690988;7.0;10.0;3.0;SURPLUS;3.0;0.7
MRC;5895-01-5598030;3.0;1.0;-2.0;MANQUE;2.0;2.997
MRC;5895-01-6589142;1.0;3.0;2.0;SURPLUS;2.0;0.333
PAU;5930-22-6312299;5.0;3.0;-2.0;MANQUE;2.0;1.666
CHG;5998-14-5648947;3.0;1.0;-2.0;MANQUE;2.0;2.997
MRC;7025-01-6659124;4.0;2.0;-2.0;MANQUE;2.0;1.999
MRC;5810-14-5980146;3.0;1.0;-2.0;MANQUE;2.0;2.997
CHG;5998-14-5649212;3.0;1.0;-2.0;MANQUE;2.0;2.997
PAU;5930-01-6692243;10.0;8.0;-2.0;MANQUE;2.0;1.25
BST;6625-14-4797737;3.0;1.0;-2.0;MANQUE;2.0;2.997
CHG;5998-14-5649223;4.0;2.0;-2.0;MANQUE;2.0;1.999
BST;7025-01-6659124;14.0;12.0;-2.0;MANQUE;2.0;1.167
BST;5965-99-3632588;25.0;27.0;2.0;SURPLUS;2.0;0.926
CHG;6140-14-5654871;3.0;1.0;-2.0;MANQUE;2.0;2.997
BLD;7025-14-5812058;3.0;1.0;-2.0;MANQUE;2.0;2.997
BLD;7050-20-0042340;3.0;1.0;-2.0;MANQUE;2.0;2.997
MDM;7025-01-6659124;3.0;1.0;-2.0;MANQUE;2.0;2.997
CHG;7010-14-5918742;3.0;1.0;-2.0;MANQUE;2.0;2.997
BST;5985-01-5391143;18.0;16.0;-2.0;MANQUE;2.0;1.125
PAU;5998-14-5649409;3.0;1.0;-2.0;MANQUE;2.0;2.997
MDM;7025-14-4504323;3.0;1.0;-2.0;MANQUE;2.0;2.997
MRC;7025-01-6746466;3.0;1.0;-2.0;MANQUE;2.0;2.997
CHG;6130-14-5355913;1.0;3.0;2.0;SURPLUS;2.0;0.333
MDM;7050-01-6000825;8.0;6.0;-2.0;MANQUE;2.0;1.333
BST;5820-14-5828152;3.0;1.0;-2.0;MANQUE;2.0;2.997
BST;5998-14-5737608;5.0;3.0;-2.0;MANQUE;2.0;1.666
CHG;5895-37-5195061;3.0;1.0;-2.0;MANQUE;2.0;2.997
MRC;5180-01-6719403;3.0;1.0;-2.0;MANQUE;2.0;2.997
CHG;5930-15-0180733;3.0;1.0;-2.0;MANQUE;2.0;2.997
CHG;5895-01-6998026;1.0;3.0;2.0;SURPLUS;2.0;0.333
MRC;5895-14-5606810;4.0;2.0;-2.0;MANQUE;2.0;1.999
MRC;6130-14-4587098;3.0;1.0;-2.0;MANQUE;2.0;2.997
CHG;7025-01-6469110;8.0;6.0;-2.0;MANQUE;2.0;1.333
BST;7021-14-5732754;6.0;4.0;-2.0;MANQUE;2.0;1.5
MRC;7025-01-4721969;3.0;1.0;-2.0;MANQUE;2.0;2.997
BST;7025-01-5812378;3.0;1.0;-2.0;MANQUE;2.0;2.997
BST;5895-22-6318527;4.0;6.0;2.0;SURPLUS;2.0;0.667
BST;7025-01-6241110;2.0;4.0;2.0;SURPLUS;2.0;0.5
MRC;5998-14-5192060;3.0;1.0;-2.0;MANQUE;2.0;2.997
BST;7025-14-5984746;3.0;1.0;-2.0;MANQUE;2.0;2.997
PAU;5930-01-5842661;2.0;4.0;2.0;SURPLUS;2.0;0.5
MRC;5998-14-5402907;3.0;1.0;-2.0;MANQUE;2.0;2.997
BST;7025-14-5536987;8.0;6.0;-2.0;MANQUE;2.0;1.333
MRC;6030-01-4861256;4.0;2.0;-2.0;MANQUE;2.0;1.999
BST;7025-01-6336396;9.0;7.0;-2.0;MANQUE;2.0;1.286
BST;7025-01-6409765;7.0;5.0;-2.0;MANQUE;2.0;1.4
MRC;5998-14-5649402;1.0;3.0;2.0;SURPLUS;2.0;0.333
BST;7025-01-6702129;4.0;6.0;2.0;SURPLUS;2.0;0.667
BST;7021-14-5732750;10.0;8.0;-2.0;MANQUE;2.0;1.25
CGC;5895-01-5242108;3.0;1.0;-2.0;MANQUE;2.0;2.997
MRC;5998-14-4779666;3.0;1.0;-2.0;MANQUE;2.0;2.997
CGC;5998-14-4746028;4.0;2.0;-2.0;MANQUE;2.0;1.999
MRC;5963-01-5295714;3.0;1.0;-2.0;MANQUE;2.0;2.997
BST;7025-01-6601422;4.0;2.0;-2.0;MANQUE;2.0;1.999
MRC;5975-14-4875871;3.0;1.0;-2.0;MANQUE;2.0;2.997
MRC;7025-01-6504722;4.0;2.0;-2.0;MANQUE;2.0;1.999
MRC;5998-01-4970950;3.0;1.0;-2.0;MANQUE;2.0;2.997
MRC;5998-01-5372086;4.0;2.0;-2.0;MANQUE;2.0;1.999
BST;5930-15-0180733;6.0;4.0;-2.0;MANQUE;2.0;1.5
CHG;5820-30-7003089;1.0;3.0;2.0;SURPLUS;2.0;0.333
MRC;5998-14-4491643;4.0;2.0;-2.0;MANQUE;2.0;1.999
CHG;5820-22-3090055;4.0;2.0;-2.0;MANQUE;2.0;1.999
CHG;5820-14-5892224;6.0;8.0;2.0;SURPLUS;2.0;0.75
CHG;5805-14-5649508;3.0;1.0;-2.0;MANQUE;2.0;2.997
PAU;5895-14-5377196;12.0;14.0;2.0;SURPLUS;2.0;0.857
CGC;7050-01-6000825;6.0;4.0;-2.0;MANQUE;2.0;1.5
CGC;5998-14-5149583;3.0;1.0;-2.0;MANQUE;2.0;2.997
CGC;5805-14-5395177;1.0;3.0;2.0;SURPLUS;2.0;0.333
ANTACL;5805-71-0399726;3.0;1.0;-2.0;MANQUE;2.0;2.997
CNSO;6625-01-4895585;3.0;1.0;-2.0;MANQUE;2.0;2.997
MDM;5998-14-5595819;3.0;1.0;-2.0;MANQUE;2.0;2.997
MDM;5930-01-5997585;2.0;4.0;2.0;SURPLUS;2.0;0.5
CNSO;6130-01-6606192;4.0;6.0;2.0;SURPLUS;2.0;0.667
MDM;5930-01-6692243;5.0;3.0;-2.0;MANQUE;2.0;1.666
ANTACL;5895-01-6548830;3.0;1.0;-2.0;MANQUE;2.0;2.997
CNSO;6030-14-5737048;1.0;3.0;2.0;SURPLUS;2.0;0.333
CHG;7490-01-7136454;1.0;3.0;2.0;SURPLUS;2.0;0.333
CNSO;7010-01-6292498;4.0;2.0;-2.0;MANQUE;2.0;1.999
CNSO;6150-01-6603858;12.0;14.0;2.0;SURPLUS;2.0;0.857
MDM;5975-01-6429653;3.0;1.0;-2.0;MANQUE;2.0;2.997
BLD;7025-01-6038153;5.0;3.0;-2.0;MANQUE;2.0;1.666
CNSO;9030-DI-1012012;3.0;5.0;2.0;SURPLUS;2.0;0.6
CNSO;5975-14-5882009;4.0;2.0;-2.0;MANQUE;2.0;1.999
CNSO;6625-14-6066670;3.0;1.0;-2.0;MANQUE;2.0;2.997
ANTACL;7010-14-5534805;3.0;1.0;-2.0;MANQUE;2.0;2.997
BCE;7025-01-6746466;3.0;1.0;-2.0;MANQUE;2.0;2.997
CNSO;5805-14-5694774;9.0;7.0;-2.0;MANQUE;2.0;1.286
CNSO;5975-14-4761674;3.0;5.0;2.0;SURPLUS;2.0;0.6
CNSO;6625-14-5734509;3.0;5.0;2.0;SURPLUS;2.0;0.6
MDM;5998-14-5149588;3.0;1.0;-2.0;MANQUE;2.0;2.997
CNSO;6625-14-5670399;7.0;5.0;-2.0;MANQUE;2.0;1.4
CNSO;7025-01-6108647;4.0;2.0;-2.0;MANQUE;2.0;1.999
CNSO;5975-12-4027570;1.0;3.0;2.0;SURPLUS;2.0;0.333
CNSO;7035-14-5856050;1.0;3.0;2.0;SURPLUS;2.0;0.333
CNSO;6030-17-1210491;1.0;3.0;2.0;SURPLUS;2.0;0.333
CNSO;5895-14-5166738;3.0;1.0;-2.0;MANQUE;2.0;2.997
CNSO;5895-14-4839705;4.0;2.0;-2.0;MANQUE;2.0;1.999
CHG;7025-14-5584463;3.0;1.0;-2.0;MANQUE;2.0;2.997
BCE;6130-01-6858032;3.0;1.0;-2.0;MANQUE;2.0;2.997
ANTACL;7025-01-6145572;12.0;10.0;-2.0;MANQUE;2.0;1.2
CHG;7025-14-5714152;3.0;1.0;-2.0;MANQUE;2.0;2.997
CNSO;5820-14-5892220;1.0;3.0;2.0;SURPLUS;2.0;0.333
CNSO;7025-14-5803539;2.0;4.0;2.0;SURPLUS;2.0;0.5
CHG;7025-14-5947596;5.0;3.0;-2.0;MANQUE;2.0;1.666
CHG;7025-14-5947967;5.0;3.0;-2.0;MANQUE;2.0;1.666
CHG;7025-66-1638304;3.0;1.0;-2.0;MANQUE;2.0;2.997
MDM;5895-01-4758630;15.0;17.0;2.0;SURPLUS;2.0;0.882
BST;7025-14-5948058;6.0;5.0;-1.0;MANQUE;1.0;1.2
MRC;5998-14-5521029;2.0;1.0;-1.0;MANQUE;1.0;1.998
MRC;5998-14-5223330;2.0;1.0;-1.0;MANQUE;1.0;1.998
MRC;5998-14-5223329;1.0;2.0;1.0;SURPLUS;1.0;0.5
BST;7025-14-5937400;10.0;9.0;-1.0;MANQUE;1.0;1.111
BST;7025-14-5890944;1.0;2.0;1.0;SURPLUS;1.0;0.5
CNSO;6625-00-6495070;2.0;1.0;-1.0;MANQUE;1.0;1.998
MDM;7010-14-5534805;2.0;1.0;-1.0;MANQUE;1.0;1.998
BST;7025-41-0040639;6.0;7.0;1.0;SURPLUS;1.0;0.857
BST;7025-14-6008524;19.0;20.0;1.0;SURPLUS;1.0;0.95
PAU;5820-22-6224794;2.0;1.0;-1.0;MANQUE;1.0;1.998
MDM;5895-14-5147138;2.0;1.0;-1.0;MANQUE;1.0;1.998
CGC;5895-14-5730049;2.0;1.0;-1.0;MANQUE;1.0;1.998
CNSO;6060-22-6199436;1.0;2.0;1.0;SURPLUS;1.0;0.5
CGC;5820-99-5995329;2.0;1.0;-1.0;MANQUE;1.0;1.998
CGC;5820-99-4007335;2.0;1.0;-1.0;MANQUE;1.0;1.998
ANTACL;9010-DI-1012016;3.0;2.0;-1.0;MANQUE;1.0;1.499
MRC;5998-14-4978788;2.0;1.0;-1.0;MANQUE;1.0;1.998
PAU;7025-01-6822886;3.0;2.0;-1.0;MANQUE;1.0;1.499
BST;7050-01-5216877;2.0;1.0;-1.0;MANQUE;1.0;1.998
MDM;5810-14-5879461;2.0;1.0;-1.0;MANQUE;1.0;1.998
BST;7035-14-5915330;1.0;2.0;1.0;SURPLUS;1.0;0.5
BST;7035-01-5560536;1.0;2.0;1.0;SURPLUS;1.0;0.5
CNSO;DIRI-14-0006424;2.0;3.0;1.0;SURPLUS;1.0;0.666
CNSO;6130-14-5650944;2.0;3.0;1.0;SURPLUS;1.0;0.666
ANTACL;7025-14-5947646;3.0;2.0;-1.0;MANQUE;1.0;1.499
BST;7025-14-5584463;3.0;2.0;-1.0;MANQUE;1.0;1.499
BST;7025-01-6571299;3.0;2.0;-1.0;MANQUE;1.0;1.499
ANTACL;7025-01-6571299;2.0;1.0;-1.0;MANQUE;1.0;1.998
CNSO;7025-14-5881889;3.0;4.0;1.0;SURPLUS;1.0;0.75
BST;5961-01-6107733;2.0;1.0;-1.0;MANQUE;1.0;1.998
CNSO;7010-14-5862599;8.0;9.0;1.0;SURPLUS;1.0;0.889
BST;6625-33-2131819;2.0;1.0;-1.0;MANQUE;1.0;1.998
CNSO;7025-01-5309889;1.0;2.0;1.0;SURPLUS;1.0;0.5
MRC;7025-01-6659548;2.0;1.0;-1.0;MANQUE;1.0;1.998
PAU;9010-DI-1092016;3.0;2.0;-1.0;MANQUE;1.0;1.499
BST;6625-12-1939699;2.0;1.0;-1.0;MANQUE;1.0;1.998
BST;6605-14-5897103;1.0;2.0;1.0;SURPLUS;1.0;0.5
CNSO;6625-01-3504320;2.0;1.0;-1.0;MANQUE;1.0;1.998
MRC;7025-01-6823189;6.0;5.0;-1.0;MANQUE;1.0;1.2
PAU;9020-DI-1082016;3.0;2.0;-1.0;MANQUE;1.0;1.499
CNSO;7025-15-2332996;3.0;2.0;-1.0;MANQUE;1.0;1.499
BST;6130-01-6858032;3.0;4.0;1.0;SURPLUS;1.0;0.75
CNSO;7195-14-5961369;1.0;2.0;1.0;SURPLUS;1.0;0.5
CNSO;7035-01-5636950;1.0;2.0;1.0;SURPLUS;1.0;0.5
BST;5998-01-5757590;5.0;6.0;1.0;SURPLUS;1.0;0.833
BST;7021-14-5656377;5.0;4.0;-1.0;MANQUE;1.0;1.25
CNSO;7010-14-5737207;1.0;2.0;1.0;SURPLUS;1.0;0.5
BST;7021-14-5808962;2.0;1.0;-1.0;MANQUE;1.0;1.998
MRC;7025-01-6113327;2.0;1.0;-1.0;MANQUE;1.0;1.998
MRC;5998-14-5649409;1.0;2.0;1.0;SURPLUS;1.0;0.5
CNSO;6625-01-3862133;1.0;2.0;1.0;SURPLUS;1.0;0.5
BST;7025-01-6746466;3.0;2.0;-1.0;MANQUE;1.0;1.499
CNSO;DIRI-14-0004337;1.0;2.0;1.0;SURPLUS;1.0;0.5
BST;7025-01-6589635;3.0;2.0;-1.0;MANQUE;1.0;1.499
CNSO;6625-01-5041724;1.0;2.0;1.0;SURPLUS;1.0;0.5
BST;7025-01-6429665;4.0;3.0;-1.0;MANQUE;1.0;1.333
PAU;7035-14-5914982;3.0;2.0;-1.0;MANQUE;1.0;1.499
CNSO;DIRI-14-0000564;2.0;1.0;-1.0;MANQUE;1.0;1.998
MRC;6130-14-5598821;1.0;2.0;1.0;SURPLUS;1.0;0.5
ANTACL;5895-01-7022542;18.0;19.0;1.0;SURPLUS;1.0;0.947
BST;7025-01-6162699;4.0;5.0;1.0;SURPLUS;1.0;0.8
CNSO;6625-99-9695926;1.0;2.0;1.0;SURPLUS;1.0;0.5
BST;5895-99-1535529;3.0;4.0;1.0;SURPLUS;1.0;0.75
MRC;7490-01-7136454;2.0;3.0;1.0;SURPLUS;1.0;0.666
BST;5895-14-5717558;2.0;1.0;-1.0;MANQUE;1.0;1.998
CGC;7025-14-4504323;2.0;1.0;-1.0;MANQUE;1.0;1.998
CHG;5998-01-6155740;2.0;1.0;-1.0;MANQUE;1.0;1.998
CNSO;5820-01-5587404;2.0;1.0;-1.0;MANQUE;1.0;1.998
MRC;5805-01-6442680;2.0;3.0;1.0;SURPLUS;1.0;0.666
MDM;5998-14-5540116;1.0;2.0;1.0;SURPLUS;1.0;0.5
BST;5985-12-3626193;1.0;2.0;1.0;SURPLUS;1.0;0.5
CHG;5998-14-5836101;4.0;3.0;-1.0;MANQUE;1.0;1.333
CHG;5998-14-5836098;2.0;1.0;-1.0;MANQUE;1.0;1.998
CHG;5998-14-5836096;4.0;3.0;-1.0;MANQUE;1.0;1.333
CHG;5998-14-5649253;2.0;3.0;1.0;SURPLUS;1.0;0.666
CHG;5998-14-5649245;2.0;1.0;-1.0;MANQUE;1.0;1.998
MDM;5998-14-5149587;1.0;2.0;1.0;SURPLUS;1.0;0.5
CNSO;5895-01-6548830;5.0;4.0;-1.0;MANQUE;1.0;1.25
BST;5820-14-5875894;3.0;2.0;-1.0;MANQUE;1.0;1.499
CNSO;5820-14-5816498;2.0;3.0;1.0;SURPLUS;1.0;0.666
CHG;5998-01-6590119;2.0;1.0;-1.0;MANQUE;1.0;1.998
MRC;5820-22-6229684;2.0;1.0;-1.0;MANQUE;1.0;1.998
CGC;5998-14-5149588;3.0;2.0;-1.0;MANQUE;1.0;1.499
MRC;5895-01-5435863;1.0;2.0;1.0;SURPLUS;1.0;0.5
CNSO;5820-14-5875037;2.0;1.0;-1.0;MANQUE;1.0;1.998
CHG;5985-01-5391143;4.0;5.0;1.0;SURPLUS;1.0;0.8
MRC;5180-01-6719397;3.0;2.0;-1.0;MANQUE;1.0;1.499
MDM;7050-14-5464042;3.0;2.0;-1.0;MANQUE;1.0;1.499
MDM;7050-01-6861556;1.0;2.0;1.0;SURPLUS;1.0;0.5
CHG;7490-01-5822347;1.0;2.0;1.0;SURPLUS;1.0;0.5
MDM;7010-14-5961808;2.0;1.0;-1.0;MANQUE;1.0;1.998
PAU;5998-20-0085537;2.0;1.0;-1.0;MANQUE;1.0;1.998
CHG;7025-01-6168725;2.0;3.0;1.0;SURPLUS;1.0;0.666
MDM;7025-01-5388114;3.0;4.0;1.0;SURPLUS;1.0;0.75
CHG;7025-01-5867725;4.0;3.0;-1.0;MANQUE;1.0;1.333
CHG;7025-01-5560990;2.0;3.0;1.0;SURPLUS;1.0;0.666
CHG;7025-01-5379117;3.0;2.0;-1.0;MANQUE;1.0;1.499
BLD;9010-DI-1012016;22.0;23.0;1.0;SURPLUS;1.0;0.956
CHG;7025-14-5918578;2.0;1.0;-1.0;MANQUE;1.0;1.998
BLD;DIRI-14-0003149;2.0;1.0;-1.0;MANQUE;1.0;1.998
PAU;5998-14-5649402;3.0;4.0;1.0;SURPLUS;1.0;0.75
CHG;7035-01-6795875;1.0;2.0;1.0;SURPLUS;1.0;0.5
BST;5810-14-5872750;2.0;1.0;-1.0;MANQUE;1.0;1.998
MDM;5998-14-5729629;3.0;2.0;-1.0;MANQUE;1.0;1.499
CHG;6130-14-5849997;3.0;2.0;-1.0;MANQUE;1.0;1.499
CHG;7035-01-6874627;2.0;1.0;-1.0;MANQUE;1.0;1.998
CHG;7050-14-5464042;2.0;1.0;-1.0;MANQUE;1.0;1.998
CNSO;5820-17-1247012;4.0;5.0;1.0;SURPLUS;1.0;0.8
CHG;6021-01-6909686;1.0;2.0;1.0;SURPLUS;1.0;0.5
MRC;5895-14-4172146;4.0;3.0;-1.0;MANQUE;1.0;1.333
PAU;5895-01-6850029;1.0;2.0;1.0;SURPLUS;1.0;0.5
CHG;5820-14-6071994;2.0;1.0;-1.0;MANQUE;1.0;1.998
CHG;5820-22-3080240;2.0;1.0;-1.0;MANQUE;1.0;1.998
PAU;7025-01-6691110;2.0;1.0;-1.0;MANQUE;1.0;1.998
PAU;5895-14-5591085;11.0;10.0;-1.0;MANQUE;1.0;1.1
BST;5820-22-6226301;14.0;13.0;-1.0;MANQUE;1.0;1.077
PAU;5895-20-0078044;2.0;1.0;-1.0;MANQUE;1.0;1.998
CNSO;5985-22-2823422;1.0;2.0;1.0;SURPLUS;1.0;0.5
CHG;5965-14-5596464;2.0;1.0;-1.0;MANQUE;1.0;1.998
CNSO;5975-14-5882187;1.0;2.0;1.0;SURPLUS;1.0;0.5
CNSO;7035-14-5860689;10.0;9.0;-1.0;MANQUE;1.0;1.111
CHG;5820-14-5850161;6.0;5.0;-1.0;MANQUE;1.0;1.2
CNSO;5998-01-6553094;1.0;2.0;1.0;SURPLUS;1.0;0.5
CHG;5895-01-6469018;8.0;7.0;-1.0;MANQUE;1.0;1.143
CNSO;5998-14-5525011;3.0;2.0;-1.0;MANQUE;1.0;1.499
CNSO;5985-14-5147145;2.0;1.0;-1.0;MANQUE;1.0;1.998
CHG;5895-14-5792144;7.0;6.0;-1.0;MANQUE;1.0;1.166
MDM;5998-14-4747170;2.0;3.0;1.0;SURPLUS;1.0;0.666
CHG;5895-14-5795131;2.0;3.0;1.0;SURPLUS;1.0;0.666
CHG;5895-14-5850450;2.0;1.0;-1.0;MANQUE;1.0;1.998
CHG;5895-14-5906383;2.0;1.0;-1.0;MANQUE;1.0;1.998
CHG;5895-22-6161898;3.0;2.0;-1.0;MANQUE;1.0;1.499
CHG;5895-22-6318527;2.0;1.0;-1.0;MANQUE;1.0;1.998
CHG;5895-14-5713842;1.0;2.0;1.0;SURPLUS;1.0;0.5
CHG;7025-01-6746466;3.0;2.0;-1.0;MANQUE;1.0;1.499
CGC;7025-01-6844735;13.0;12.0;-1.0;MANQUE;1.0;1.083
BST;5820-99-8703821;6.0;7.0;1.0;SURPLUS;1.0;0.857
BST;5895-01-7218005;2.0;1.0;-1.0;MANQUE;1.0;1.998
BST;5840-01-5854521;2.0;3.0;1.0;SURPLUS;1.0;0.666
PAU;7025-01-6844735;9.0;9.0;0.0;SURPLUS;0.0;1.0
MRC;7035-01-6598960;2.0;2.0;0.0;SURPLUS;0.0;1.0
BST;5805-01-5636332;1.0;1.0;0.0;SURPLUS;0.0;0.999
BLD;7025-12-4163952;1.0;1.0;0.0;SURPLUS;0.0;0.999
PAU;5895-01-4758630;1.0;1.0;0.0;SURPLUS;0.0;0.999
ANTACL;7035-15-0231142;2.0;2.0;0.0;SURPLUS;0.0;1.0
PAU;5825-64-0000616;1.0;1.0;0.0;SURPLUS;0.0;0.999
BLD;7010-14-5636071;1.0;1.0;0.0;SURPLUS;0.0;0.999
MRC;9010-DI-0012022;2.0;2.0;0.0;SURPLUS;0.0;1.0
PAU;5998-14-5648947;2.0;2.0;0.0;SURPLUS;0.0;1.0
MRC;DIRI-14-0004647;1.0;1.0;0.0;SURPLUS;0.0;0.999
BCE;7025-01-6963056;2.0;2.0;0.0;SURPLUS;0.0;1.0
PAU;5985-14-5944610;1.0;1.0;0.0;SURPLUS;0.0;0.999
PAU;7035-12-4012369;4.0;4.0;0.0;SURPLUS;0.0;1.0
BST;5895-14-6010909;1.0;1.0;0.0;SURPLUS;0.0;0.999
PAU;5975-14-5882845;5.0;5.0;0.0;SURPLUS;0.0;1.0
BCE;7490-33-2195754;4.0;4.0;0.0;SURPLUS;0.0;1.0
ANTACL;7025-14-5947346;1.0;1.0;0.0;SURPLUS;0.0;0.999
BCE;DIRI-14-0000189;1.0;1.0;0.0;SURPLUS;0.0;0.999
BLD;5120-12-4068022;2.0;2.0;0.0;SURPLUS;0.0;1.0
BST;5895-14-5715103;4.0;4.0;0.0;SURPLUS;0.0;1.0
CNSO;7035-14-5869522;1.0;1.0;0.0;SURPLUS;0.0;0.999
BST;5985-99-4718475;1.0;1.0;0.0;SURPLUS;0.0;0.999
CNSO;5120-14-4884860;1.0;1.0;0.0;SURPLUS;0.0;0.999
MDM;5998-01-5834169;2.0;2.0;0.0;SURPLUS;0.0;1.0
MDM;5998-14-4746102;3.0;3.0;0.0;SURPLUS;0.0;1.0
CNSO;5895-14-5866355;1.0;1.0;0.0;SURPLUS;0.0;0.999
CNSO;5895-14-5648728;2.0;2.0;0.0;SURPLUS;0.0;1.0
CNSO;5895-14-5637549;5.0;5.0;0.0;SURPLUS;0.0;1.0
MDM;5998-14-5208246;2.0;2.0;0.0;SURPLUS;0.0;1.0
CNSO;5805-14-5649508;1.0;1.0;0.0;SURPLUS;0.0;0.999
CNSO;5805-14-4781895;1.0;1.0;0.0;SURPLUS;0.0;0.999
CHG;9080-DI-0102021;1.0;1.0;0.0;SURPLUS;0.0;0.999
CNSO;5998-14-5629870;1.0;1.0;0.0;SURPLUS;0.0;0.999
CHG;7035-01-6852648;2.0;2.0;0.0;SURPLUS;0.0;1.0
MDM;6130-14-5648974;1.0;1.0;0.0;SURPLUS;0.0;0.999
CHG;7025-14-5477377;1.0;1.0;0.0;SURPLUS;0.0;0.999
CHG;7025-01-5621808;1.0;1.0;0.0;SURPLUS;0.0;0.999
CHG;7025-01-5433411;1.0;1.0;0.0;SURPLUS;0.0;0.999
CHG;7025-01-5360686;1.0;1.0;0.0;SURPLUS;0.0;0.999
CHG;7021-01-6164932;1.0;1.0;0.0;SURPLUS;0.0;0.999
CHG;7010-14-5961808;2.0;2.0;0.0;SURPLUS;0.0;1.0
CNSO;5985-14-4775839;1.0;1.0;0.0;SURPLUS;0.0;0.999
MDM;5895-01-6589391;2.0;2.0;0.0;SURPLUS;0.0;1.0
BST;5996-14-5713747;1.0;1.0;0.0;SURPLUS;0.0;0.999
CNSO;DIRI-14-0002781;2.0;2.0;0.0;SURPLUS;0.0;1.0
CNSO;7025-14-5944484;1.0;1.0;0.0;SURPLUS;0.0;0.999
CNSO;7025-01-6584614;2.0;2.0;0.0;SURPLUS;0.0;1.0
CNSO;9010-DI-1132016;1.0;1.0;0.0;SURPLUS;0.0;0.999
CNSO;7010-14-5740052;4.0;4.0;0.0;SURPLUS;0.0;1.0
CNSO;6625-14-5796970;1.0;1.0;0.0;SURPLUS;0.0;0.999
CNSO;DIRI-14-0000952;1.0;1.0;0.0;SURPLUS;0.0;0.999
CNSO;6625-14-4804682;1.0;1.0;0.0;SURPLUS;0.0;0.999
CNSO;6625-01-6574269;1.0;1.0;0.0;SURPLUS;0.0;0.999
CNSO;DIRI-14-0003454;2.0;2.0;0.0;SURPLUS;0.0;1.0
CNSO;6080-01-4671900;1.0;1.0;0.0;SURPLUS;0.0;0.999
CNSO;DIRI-14-0003818;1.0;1.0;0.0;SURPLUS;0.0;0.999
CNSO;6625-01-4464485;1.0;1.0;0.0;SURPLUS;0.0;0.999
CNSO;DIRI-14-0005624;1.0;1.0;0.0;SURPLUS;0.0;0.999
CNSO;6625-01-1089833;1.0;1.0;0.0;SURPLUS;0.0;0.999
MDM;5805-01-6442680;1.0;1.0;0.0;SURPLUS;0.0;0.999
CNSO;6130-99-8455761;1.0;1.0;0.0;SURPLUS;0.0;0.999
CNSO;6130-14-5107037;1.0;1.0;0.0;SURPLUS;0.0;0.999
MDM;5895-01-5720755;2.0;2.0;0.0;SURPLUS;0.0;1.0
CHG;7010-14-5717703;2.0;2.0;0.0;SURPLUS;0.0;1.0
CHG;7010-14-5477335;1.0;1.0;0.0;SURPLUS;0.0;0.999
CHG;7010-01-6953771;1.0;1.0;0.0;SURPLUS;0.0;0.999
BST;7025-01-6106768;1.0;1.0;0.0;SURPLUS;0.0;0.999
CGC;5998-14-5149587;1.0;1.0;0.0;SURPLUS;0.0;0.999
CGC;5998-14-5115518;1.0;1.0;0.0;SURPLUS;0.0;0.999
CGC;5825-64-0000616;1.0;1.0;0.0;SURPLUS;0.0;0.999
BST;7025-25-1619615;2.0;2.0;0.0;SURPLUS;0.0;1.0
BST;7025-20-0090314;2.0;2.0;0.0;SURPLUS;0.0;1.0
BST;7025-14-6066810;1.0;1.0;0.0;SURPLUS;0.0;0.999
BST;7025-14-5886919;1.0;1.0;0.0;SURPLUS;0.0;0.999
BST;7025-01-6571296;1.0;1.0;0.0;SURPLUS;0.0;0.999
BST;7025-01-5808229;3.0;3.0;0.0;SURPLUS;0.0;1.0
CHG;6130-14-5849998;1.0;1.0;0.0;SURPLUS;0.0;0.999
BST;7025-01-5773090;2.0;2.0;0.0;SURPLUS;0.0;1.0
MRC;7025-01-5627370;1.0;1.0;0.0;SURPLUS;0.0;0.999
BST;7025-01-5433411;8.0;8.0;0.0;SURPLUS;0.0;1.0
BST;7021-14-5658034;1.0;1.0;0.0;SURPLUS;0.0;0.999
BST;7010-14-5990398;4.0;4.0;0.0;SURPLUS;0.0;1.0
MRC;7025-01-6571299;1.0;1.0;0.0;SURPLUS;0.0;0.999
BST;6625-14-3661231;1.0;1.0;0.0;SURPLUS;0.0;0.999
BST;6605-14-5897101;3.0;3.0;0.0;SURPLUS;0.0;1.0
CGC;5998-14-5208246;1.0;1.0;0.0;SURPLUS;0.0;0.999
CGC;5998-14-5649409;2.0;2.0;0.0;SURPLUS;0.0;1.0
CGC;6030-14-5773598;4.0;4.0;0.0;SURPLUS;0.0;1.0
CGC;7025-14-5790536;1.0;1.0;0.0;SURPLUS;0.0;0.999
MDM;7025-14-5534842;1.0;1.0;0.0;SURPLUS;0.0;0.999
CHG;6130-14-5842508;2.0;2.0;0.0;SURPLUS;0.0;1.0
CHG;6130-12-4051298;3.0;3.0;0.0;SURPLUS;0.0;1.0
CHG;6130-01-6506482;1.0;1.0;0.0;SURPLUS;0.0;0.999
CHG;6130-01-6103315;1.0;1.0;0.0;SURPLUS;0.0;0.999
CHG;5998-14-5836099;2.0;2.0;0.0;SURPLUS;0.0;1.0
CHG;5998-14-5648968;2.0;2.0;0.0;SURPLUS;0.0;1.0
MRC;5820-22-6224794;2.0;2.0;0.0;SURPLUS;0.0;1.0
